m,nu,minabs
0.0,0.0,0.38618619872220494
0.02,0.0,0.37254991563699436
0.04,0.0,0.35915656926599926
0.06,0.0,0.34601682938568556
0.08,0.0,0.3331416452690844
0.1,0.0,0.32054220910992126
0.12,0.0,0.3082299107046295
0.14,0.0,0.29621628256157223
0.16,0.0,0.2845129346798158
0.18,0.0,0.2731314783562053
0.2,0.0,0.2620834385458185
0.22,0.0,0.2513801545202176
0.24,0.0,0.24103266884142685
0.26,0.0,0.23105160499585997
0.28,0.0,0.22144703440479813
0.3,0.0,0.21222833393826737
0.32,0.0,0.20340403549295683
0.34,0.0,0.19498166963696267
0.36,0.0,0.18696760575695373
0.38,0.0,0.17936689154861404
0.4,0.0,0.17218309505270724
0.42,0.0,0.16541815274073185
0.44,0.0,0.15907222738175417
0.46,0.0,0.1531435795596231
0.48,0.0,0.14762845673796887
0.5,0.0,0.14252100366248552
0.52,0.0,0.1378131976125001
0.54,0.0,0.13349481152588252
0.56,0.0,0.1295534072850621
0.58,0.0,0.125974360441037
0.6,0.0,0.12274091636812108
0.62,0.0,0.11983427632866525
0.64,0.0,0.11723371027643412
0.66,0.0,0.11491669158517269
0.68,0.0,0.11285904743718608
0.7000000000000001,0.0,0.1110351175499785
0.72,0.0,0.10941791345802748
0.74,0.0,0.10797927088255717
0.76,0.0,0.10668998897042213
0.78,0.0,0.10551995250195767
0.8,0.0,0.10443823670044178
0.8200000000000001,0.0,0.10341319919507021
0.84,0.0,0.10241257019819125
0.86,0.0,0.10140356024300803
0.88,0.0,0.10035301490613507
0.9,0.0,0.09922765734596156
0.92,0.0,0.09799447075761332
0.9400000000000001,0.0,0.09662128082910386
0.96,0.0,0.09507759753920102
0.98,0.0,0.0933357585392865
1.0,0.0,0.09137237495524796
1.02,0.0,0.08917001105365886
1.04,0.0,0.08671893933903181
1.06,0.0,0.08401872650310518
1.08,0.0,0.08107936143349037
1.1,0.0,0.07792167011453817
1.12,0.0,0.07457688246244708
1.1400000000000001,0.0,0.07108538888936351
1.16,0.0,0.06749488421605707
1.18,0.0,0.06385818211303816
1.2,0.0,0.060230971431714735
1.22,0.0,0.05666969930834141
1.24,0.0,0.05322965365234932
1.26,0.0,0.04996322722960081
1.28,0.0,0.04691830644697671
1.3,0.0,0.044136747657085626
1.32,0.0,0.04165297047529452
1.34,0.0,0.03949278298637466
1.36,0.0,0.03767261809302024
1.3800000000000001,0.0,0.03619936470164159
1.4000000000000001,0.0,0.035070903572821784
1.42,0.0,0.034277323580529026
1.44,0.0,0.033802650714263686
1.46,0.0,0.03362682658893978
1.48,0.0,0.03372765715787753
1.5,0.0,0.03408250838998429
1.52,0.0,0.03466961928175211
1.54,0.0,0.03546899546836566
1.56,0.0,0.036462914288698606
1.58,0.0,0.0376361074051778
1.6,0.0,0.03897569492166358
1.62,0.0,0.04047093461791718
1.6400000000000001,0.0,0.042112829569287136
1.6600000000000001,0.0,0.043893611770775255
1.68,0.0,0.04580608935512687
1.7,0.0,0.04784280792210752
1.72,0.0,0.0499949262063086
1.74,0.0,0.05225063328040693
1.76,0.0,0.05459282898138125
1.78,0.0,0.05699565911417316
1.8,0.0,0.059419440352353935
1.82,0.0,0.061803951914903496
1.84,0.0,0.06406229609940171
1.86,0.0,0.06608368476463093
1.8800000000000001,0.0,0.0677609356413943
1.9000000000000001,0.0,0.06904572840316278
1.92,0.0,0.0699879829392511
1.94,0.0,0.07071059831960508
1.96,0.0,0.07134840460005437
1.98,0.0,0.0720079734206433
2.0,0.0,0.0727580253299192
