pred_Vud,PDG_Vud,delta_Vud,pred_Vus,PDG_Vus,delta_Vus,pred_Vub,PDG_Vub,delta_Vub,pred_Vcd,PDG_Vcd,delta_Vcd,pred_Vcs,PDG_Vcs,delta_Vcs,pred_Vcb,PDG_Vcb,delta_Vcb,pred_Vtd,PDG_Vtd,delta_Vtd,pred_Vts,PDG_Vts,delta_Vts,pred_Vtb,PDG_Vtb,delta_Vtb
0.876553,0.974010,-0.097457,0.481069,0.226500,0.254569,0.015116,0.003610,0.011506,0.010089,0.226360,-0.216271,0.049764,0.973200,-0.923436,0.998710,0.040530,0.958180,0.481200,0.008540,0.472660,0.875269,0.039780,0.835489,0.048474,0.999172,-0.950698
