ridge,sin2_mean,sin2_std
1e-14,0.2334064808,0.001552429773
3.593813664e-14,0.2334064808,0.001552429773
1.291549665e-13,0.2334064808,0.001552429773
4.641588834e-13,0.2334064808,0.001552429773
1.668100537e-12,0.2334064808,0.001552429773
5.994842503e-12,0.2334064808,0.001552429773
2.15443469e-11,0.2334064808,0.001552429773
7.742636827e-11,0.2334064808,0.001552429772
2.782559402e-10,0.2334064807,0.001552429772
1e-09,0.2334064805,0.00155242977
