species,m_GeV,logm,q_target,z_target,ax,ay,z_pred,abs_err,ok,note,expansions
nu1,1e-12,-27.631021115928547,0.0166666666666666,-1.4516552357939838,2.5695,0.73725,-1.4516335566242065,2.167916977735551e-05,False,local_min_interior,0
nu2,8.67179335547e-12,-25.470945500450828,0.0166666666666666,-1.4516552357939838,2.5695,0.73725,-1.4516335566242065,2.167916977735551e-05,False,local_min_interior,0
nu3,5.01796771612e-11,-23.715411008625953,0.0166666666666666,-1.4516552357939838,2.5695,0.73725,-1.4516335566242065,2.167916977735551e-05,False,local_min_interior,0
