t,theta_mean,theta_lo,theta_hi
103.9255682936711,1.697846442926305,1.6436795482456426,1.7406283011854446
109.68160052731379,1.6430458467224434,1.5914804707600252,1.6841625446358337
115.75643695533036,1.5909209610310493,1.5419426674399948,1.6303588871057864
122.16773489967906,1.5414091328400272,1.4949966495875937,1.5791578614003972
128.9341296525713,1.4944572134405179,1.4505832062850923,1.5305085600047297
136.07528864243332,1.4500201682778138,1.408651984131018,1.4843674356832315
143.61196859990773,1.4080594706021625,1.3691597952545291,1.4406969691807738
151.56607589006012,1.3685413152364272,1.3320686991137702,1.3994642121687557
159.96073018614845,1.3314347041493564,1.2973439227949908,1.36063922449357
168.82033167003627,1.2967094669712247,1.2649516988119833,1.3241934351038396
178.17063195457288,1.2643342863181037,1.2348571075914385,1.2900979649865354
188.03880893409126,1.2342747996457035,1.2070220135783993,1.258321957467395
198.45354578057993,1.2064918467523185,1.181403179661824,1.2288309659750911
209.44511431514687,1.1809399258290763,1.1579506354791937,1.2015854516669096
221.04546299710194,1.1575659121579993,1.1366063625382181,1.176539443157895
233.28830978641534,1.1363080832159056,1.1173033444661369,1.1536394080921866
246.20924014946254,1.117095482891246,1.0999650153108254,1.1328233816226183
259.8458104929247,1.0998476462881173,1.084505123513671,1.1140203902256798
274.2376573264947,1.0844746953655124,1.0708280143284776,1.0971502008616085
289.42661247167456,1.0708778043495795,1.058829319057248,1.0821234154414279
305.4568246515432,1.0589500222197388,1.0483970252804533,1.0688419189950924
322.3748878149027,1.0485774273806698,1.0394128880619398,1.0571996769622383
340.22997656780643,1.0396405768547823,1.0317541279399227,1.0470838628432917
359.07398910610476,1.0320161992539838,1.025295347821503,1.038376282423876
378.9616980644716,1.0255790681012074,1.0199105885916258,1.0309550455543515
399.95090972036616,1.0202039808324948,1.0154754336287948,1.02469642197537
422.10263201568944,1.0157677603378958,1.0118690669720547,1.019476805161356
445.48125188449796,1.0121511915685164,1.0089761899802476,1.015174699008439
470.15472240221294,1.0092408067247822,1.0066887079114903,1.0116726377956484
496.1947603002898,1.006930439569555,1.0049071111745462,1.0088589512967652
523.6770544204645,1.0051224825380092,1.0035414954482054,1.0066292947908737
