ax,ay,sin2_mean,sin2_std,R_mean,R_std
1.3,1.08,0.2353388612435547,0.0048806862290875,0.3077954663271584,0.00834740906716727
1.3,1.75,0.5383349423781374,0.013015482476737247,1.1669336880016992,0.06109123265624903
1.31,0.95,0.1773989201528906,0.0028110307206911326,0.21566317297689905,0.004154220811241885
1.31,1.85,0.5725272955963088,0.013325770723352505,1.3404678610567329,0.07296030315040627
1.32,1.09,0.23214215946617184,0.004689065223935085,0.3023486814270947,0.007953031914438618
1.32,1.1,0.23647008963452684,0.004843839372174392,0.30973274267799394,0.008308954161301845
