face,area,cx,cy,in_x,in_y
0,0.004149584137467006,0.048280126337750806,0.020142705569515806,1,1
1,0.0038780200628507756,0.014918405620185426,0.05120586046381237,1,1
2,0.003868460562754181,0.10386816206103977,0.030753099016534335,1,1
3,0.0030637334691013627,0.1299537314464093,0.060328819064813154,1,1
4,0.003565424731364612,0.21634454033942152,0.04437834823043487,1,1
5,0.0023177134796908993,0.1880557209150792,0.06575851186855423,1,1
6,0.0028592086195243613,0.2680645519020979,0.038719719898370204,1,0
7,0.0035883720619670693,0.289828820733784,0.06579576354961901,1,0
8,0.00577313710838657,0.3849622044920178,0.03207658269801062,1,0
9,0.004859347654639242,0.3485283392975049,0.06698662405551598,1,0
10,0.004656223000218297,0.4476069392757253,0.032380159796888686,1,0
11,0.002493389098090012,0.4718742657984169,0.05766674122190243,1,0
12,0.003586393243870497,0.5545913185632225,0.029977272429368818,1,0
13,0.0026032163308006492,0.5240708554839383,0.05278149988032777,1,0
14,0.003484042862162187,0.6066204659365715,0.035672334417744755,1,0
15,0.0024385586962981107,0.6329796961619322,0.05897617751383085,1,0
16,0.0036926182248400974,0.7251850751514755,0.0411768647638893,1,0
17,0.00230346429706818,0.6956990814702829,0.06015871932796727,1,0
18,0.003718373398196251,0.7870288547081946,0.035041873221963275,1,0
19,0.0025469447214689824,0.8083881608171372,0.06024735656640584,1,0
20,0.002486336357910904,0.8961918342112254,0.03885335382028582,1,0
21,0.0050279077707338325,0.8652684982817133,0.06265749539662006,1,0
22,0.0037700693044739413,0.9456994585448176,0.03403794116000428,1,0
23,0.002614335598948991,0.9701828927776912,0.05653385307622627,1,0
24,0.004028660994786743,0.021330422746343558,0.11768297700967084,1,1
25,0.0036206738986793137,0.058634945815311194,0.1439262586555422,1,1
26,0.00429255060555648,0.1365833228274089,0.1095619086734972,1,1
27,0.003380357367296519,0.11444055579344198,0.13729262516538607,1,1
28,0.003036449587684343,0.1946853122960788,0.1149916014772383,1,1
29,0.0019521653765300594,0.21779120138552444,0.1472514265507775,1,1
30,0.0021960697012154678,0.2926914380282609,0.11711132401357038,1,0
31,0.003558303450948885,0.26574423886167814,0.14367526907398012,1,0
32,0.0028957643049970496,0.3513909565919818,0.11830218451946735,1,0
33,0.002702176921737614,0.3872046296396661,0.13961470308733073,1,0
34,0.004377627557820875,0.4653250208001263,0.11705111955079635,1,0
35,0.0018268970865227977,0.4404375021306062,0.1479870980511512,1,0
36,0.004330270254524293,0.5175216104856476,0.1121658782092217,1,0
37,0.0037102043085278044,0.5399732766775881,0.1511011478497001,1,0
38,0.00452730258140552,0.6276296095439361,0.10889673229024983,1,0
39,0.003937818808544493,0.5932015824312314,0.147332386285601,1,0
40,0.004848583874565674,0.6903489948522868,0.11007927410438627,1,0
41,0.005191623492168545,0.7203126946963,0.14884811346844212,1,0
42,0.002578008292318373,0.8036208554667555,0.11804026910809673,1,0
43,0.0036023623936295634,0.7827392555206337,0.150585479691788,1,0
44,0.004691605278255319,0.8605011929313316,0.12045040793831092,1,0
45,0.002441036402327735,0.8915844383383037,0.14559849566796512,1,0
46,0.003015213207229893,0.9765949099038492,0.1230109696220849,1,0
47,0.0035256920301729353,0.9522713851484355,0.14946728701185139,1,0
48,0.0030040886550301207,0.06805623495917919,0.195486898212362,1,1
49,0.0034580498713816447,0.038000772203031545,0.2309851885907921,1,1
50,0.003224296521316393,0.12386184493730996,0.18885326472220587,1,1
51,0.002839161699198296,0.1450634633141182,0.21664800574385956,1,1
52,0.0017970841382825968,0.22739873285997123,0.1994837968960713,1,1
53,0.004417454383566387,0.2033516951133669,0.22274942933607456,1,1
54,0.004118211895922996,0.27535177033612485,0.19590763941927394,1,0
55,0.0016607504304829007,0.3028360888171913,0.21393684957491432,1,0
56,0.004879248103977817,0.3873588456907813,0.19323592800580858,1,0
57,0.003974609431503341,0.35208229195758056,0.21651656465399538,1,0
58,0.003430720908178196,0.4405917181817213,0.20160832296962905,1,0
59,0.003097771984786463,0.47116333116269987,0.22668838087902918,1,0
60,0.001958605036156945,0.5496912007638309,0.2010405055127613,1,0
61,0.00242463623274431,0.5329236288833489,0.21812127228203784,1,0
62,0.002520025566011416,0.6029195065174743,0.1972717439486622,1,0
63,0.002600849103966391,0.6366825091149244,0.2206430176912152,1,0
64,0.0027535091294518224,0.7197256858852873,0.19687245320178148,1,0
65,0.0041917666087825795,0.6890969615260197,0.2199105415756298,1,0
66,0.0019480689508678357,0.782152246709621,0.19860981942512737,1,0
67,0.0032420453066931837,0.8115318235822432,0.22021723019542505,1,0
68,0.0029973138380233163,0.8808964245872062,0.19307588574656798,1,0
69,0.0021049635766670935,0.8583111561067346,0.22208041937090273,1,0
70,0.004187691666080364,0.9415833713973379,0.19694467709045418,1,0
71,0.0046839598382683485,0.9731559564655717,0.23222993172498915,1,0
72,0.0031255986225119455,0.039733648541832964,0.2815553189801961,1,1
73,0.0036632448478809993,0.06659269879799168,0.30738291212927643,1,1
74,0.00334303565084968,0.13912857262373202,0.2764672811573664,1,1
75,0.0042304877231622885,0.11473054174693485,0.3099984236632231,1,1
76,0.005253718096870701,0.19741680442298068,0.28256870474958146,1,1
77,0.0015573932244202493,0.2204993066739439,0.3068827229924597,1,1
78,0.0025164004148058054,0.3028126331706915,0.2722206342121161,1,0
79,0.0032518349933268057,0.2743637791939839,0.3017710747393573,1,0
80,0.0047646599543448,0.35205883631108076,0.2748003492911972,1,0
81,0.002141081384606405,0.3825055694736034,0.30417305653793353,1,0
82,0.004593355476053773,0.4775858243144448,0.2773893715222575,1,0
83,0.002775994876234686,0.4421843907627881,0.30496265750778057,1,0
84,0.004222723435599688,0.5393461220350937,0.2688222629252662,1,0
85,0.004524242074200956,0.5686749797907379,0.3013037348780426,1,0
86,0.002948512536517834,0.6434482246966516,0.28029802943088566,1,0
87,0.0031266584713653366,0.6222465079743635,0.30648899441038563,1,0
88,0.004351703996146565,0.6958626771077469,0.27956555331530025,1,0
89,0.004224010424699454,0.7283160899614362,0.3024998252934754,1,0
