species,z,m_ladder_GeV,y_ladder,m_power_GeV,y_power
sp0,-1.2272294904329617,0.2931034998788512,0.0016850038402751717,0.002639677486960511,1.5175071960774324e-05
sp1,0.0049844523795729,1.0049968954276718,0.005777561949823856,0.06312538831690914,0.0003628974808448823
sp2,1.2222450380533885,3.394800641413585,0.019516150848129975,0.3560413059334208,0.0020468229415287484
