face,area,cx,cy,in_x,in_y
0,0.0023566862205488806,0.062383247512588814,0.024053429395823,1,1
1,0.0035485166067459077,0.026571077116484872,0.04206786574851207,1,1
2,0.0015969254243105282,0.1166833226731578,0.02884679285267791,1,1
3,0.0043562934899448735,0.1455677409294973,0.05102452575030974,1,1
4,0.0032649105712772237,0.21437656531344748,0.03141814776866494,1,1
5,0.0020347485205901663,0.19881443973777926,0.06328740086229807,1,1
6,0.004841791433990049,0.2621906523594452,0.026192356840120334,1,0
7,0.0048541039949352655,0.2932173482968853,0.061864276683847086,1,0
8,0.005895628037055991,0.3949924366926811,0.024541280038073543,1,0
9,0.006060574500759709,0.3594682164165281,0.05960009306659919,1,0
10,0.003935817387739775,0.45827105068328683,0.02920020377171828,1,0
11,0.003935528717697631,0.48537317330714336,0.06648183499300143,1,0
12,0.0026254565125106333,0.552711728523101,0.027214925610605147,1,0
13,0.0026444723234336194,0.5278731071264274,0.05877414427991005,1,0
14,0.002602509843660045,0.607909760643888,0.026225651474817258,1,0
15,0.004401356907574751,0.6332948973670648,0.05149414237441641,1,0
16,0.004215387431536996,0.7335740698714606,0.024284595859182412,1,0
17,0.004242595228526628,0.699590465826614,0.055210981534920656,1,0
18,0.0033946941969472378,0.7888878589545684,0.024548497372610223,1,0
19,0.004007803308317941,0.8171582407210929,0.05746351616880996,1,0
20,0.0025084514117761176,0.880500866143851,0.01750548070502922,1,0
21,0.0025394935391399027,0.8642333783246435,0.052477350759240204,1,0
22,0.004655209837639251,0.9379296020761169,0.014004357065433792,1,0
23,0.0037580386976967324,0.9686059505934603,0.04308954028109535,1,0
24,0.00426673290890371,0.022541174161522237,0.10308012095558632,1,1
25,0.004441512354275186,0.049821140901272744,0.14062382814217514,1,1
26,0.0034942029296043823,0.1470634678907295,0.09966748837973671,1,1
27,0.006284441018968681,0.10964684597803642,0.1330478990213827,1,1
28,0.0016875637629103306,0.20031016669901147,0.11193036349172507,1,1
29,0.0022330844727018254,0.2262509925399445,0.1362509433065585,1,1
30,0.0033753949375969618,0.29399135469256743,0.1239972071843632,1,0
31,0.001401647643290062,0.2733433590203922,0.14451512024910293,1,0
32,0.004241435413556267,0.36024222281221036,0.12173302356711513,1,0
33,0.003943494091631394,0.3912955864076293,0.1480160184053769,1,0
34,0.001774340290520106,0.48070954769995833,0.11520830983754743,1,0
35,0.0027831895976981207,0.44913656839536786,0.13926848648305182,1,0
36,0.0008028264439613501,0.5232094815192424,0.10750061912445606,1,0
37,0.0050016470580974345,0.5526300337707649,0.1315031631616122,1,0
38,0.0034163267063433444,0.6267016866538956,0.10253564499699115,1,0
39,0.0031610319554743575,0.6058984807855677,0.13282891680385295,1,0
40,0.0032772121657992296,0.6929972551134448,0.10625248415749527,1,0
41,0.005445625342339655,0.7255138320670381,0.13956160241997798,1,0
42,0.003427761651584176,0.8131158528814552,0.11321365735817988,1,0
43,0.003327192675384366,0.7833784440236776,0.14453414250020116,1,0
44,0.0017442444916580487,0.8601909904850059,0.10822749194861019,1,0
45,0.0036314934103408086,0.8800377587812468,0.12986812400105005,1,0
46,0.004322808081572311,0.9645760476384978,0.1041017954881696,1,0
47,0.0038401557110263646,0.9374789795981876,0.1316291143791592,1,0
48,0.0018968031111592175,0.05249793816855686,0.19859896694827653,1,1
49,0.0027551542752823704,0.028096264359707357,0.21547859636136354,1,1
50,0.003076316036243619,0.11232364324532057,0.1910230378274841,1,1
51,0.005669507674513379,0.14991827616458112,0.21684908381160084,1,1
52,0.0035506780714105973,0.22374681157756302,0.1818009327065239,1,1
53,0.0025653631485499685,0.19798399674319742,0.21668680951745323,1,1
54,0.002560472861175809,0.2708391780580107,0.1900651096490684,1,0
55,0.00542262342516001,0.3001646319452232,0.2275181196445272,1,0
56,0.004259573548955312,0.3845431656937561,0.20370515180961138,1,0
57,0.0032441741292285743,0.3621672603133743,0.23539308003154816,1,0
58,0.0032429549205130388,0.4423841476814947,0.19495761988728633,1,0
59,0.003060170410328105,0.46491230445580584,0.21543799922971865,1,0
60,0.004954687262656034,0.5572900926274403,0.1945184505773049,1,0
61,0.004190998917450057,0.5188247178456385,0.21505646252808552,1,0
62,0.001960101563476157,0.6105585396422432,0.1958442042195457,1,0
63,0.004372629845047232,0.6275126342041023,0.22662368254792079,1,0
64,0.0036718506003929037,0.7227113540286764,0.19520541314653236,1,0
65,0.005897369891189894,0.6863456657686142,0.22296904501928652,1,0
66,0.002107174656210177,0.7805759659853159,0.2001779532267555,1,0
67,0.0019056612830995081,0.7988165062268311,0.21565521487730333,1,0
68,0.0033562710636273006,0.8900404003762148,0.18487883728353197,1,0
69,0.003809779395003457,0.8586967634637116,0.21003595202366113,1,0
70,0.0033122856950897756,0.9474816211931557,0.1866398276616411,1,0
71,0.0021528694847385552,0.9774569821643669,0.21353584537032733,1,0
72,0.004142514056999562,0.024675007441534502,0.26926991500275677,1,1
73,0.0033621236617624953,0.05128017318773115,0.2955093649433327,1,1
74,0.0032688001179983143,0.13909148926191045,0.27348238022034843,1,1
75,0.0025331790423770385,0.10370034827999709,0.2907754135898946,1,1
76,0.0007379638703566973,0.18715720984052675,0.2733201059262009,1,1
77,0.0036092270110709267,0.20274253289866984,0.29330270383224816,1,1
78,0.004846778321599247,0.2994547647637273,0.2835528202854862,1,0
79,0.0035636291755138977,0.2599518191002923,0.30096828500700396,1,0
80,0.002145924153745545,0.36145739313187847,0.29142778067250713,1,0
81,0.003516473603736415,0.38248560145500826,0.31314329701357674,1,0
