ay,A,B,cA,cB,r,S_raw,w_star,S_star,err_star,z_pred,_source
0.7045,0.2150063449123856,0.2675537222706094,3.6510255332580814,2.7375671379693194,0.2879384760187167,0.2412800335914975,0.6956336188087355,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2168107090235756,0.2656031891926927,3.61231829600844,2.765015032536032,0.2673036818093333,0.2412069491081341,0.709191028469067,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.21642379822623,0.2670438840315511,3.620563949971388,2.744702873936069,0.2769569745324194,0.2417338411288906,0.7120470749530472,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2152908500500403,0.2672502178237148,3.644879240188651,2.741811730382296,0.2847043172867205,0.2412705339368775,0.6976647210492272,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2177277149892351,0.2640495793500257,3.592892549528853,2.7871675556596656,0.2539317350512415,0.2408886471696304,0.7134768819452083,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2100695583362093,0.2733626456200664,3.760327997641301,2.658144285704096,0.3468779446340673,0.2417161019781379,0.6693092000723285,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2168035659366918,0.2656947550920892,3.612470259331467,2.76371750226459,0.267815126138766,0.2412491605143905,0.7096320562343916,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2174271474706873,0.2644431398589746,3.599241684550068,2.781531260494381,0.257721590904985,0.240935143664831,0.7113141329184414,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2170635363628859,0.2653390749041875,3.6069460433382257,2.7687626685255244,0.2644609125940804,0.2412013056335367,0.711314175704308,0.2309999999999999,-2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2168162769226117,0.2654636803585447,3.612199850461089,2.766993656719308,0.2665555552828276,0.2411399786405782,0.7084382294716349,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2155193156254285,0.2664955298170559,3.639955342740577,2.752408157414425,0.279495191007755,0.2410074227212422,0.6963155342141102,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2170176594570037,0.2650453518381465,3.607919938414612,2.7729392085723625,0.2632235681635726,0.2410315056475751,0.7088691992104504,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2155404287670861,0.2669362503676696,3.639500838520668,2.746212807824457,0.2816237382406947,0.2412383395673779,0.6992056795383852,0.231,2.775557561562892e-17,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
0.7045,0.2128039833980553,0.2707212103060647,3.699160156835384,2.693836913884386,0.3171392698816795,0.24176259685206,0.6858272128455732,0.231,0.0,-2.115011715000991,C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\ew_sweep_ax2p556_ay0p7045\cycle_rows_r.csv
