grade,sin2_mean,sin2_std,condG,condA,min_angle_deg,min_area,min_star,ok
0,0.2310430732,0.001498209658,3.328380305,1.303122383e+12,0.8803203358,0.002365450922,1e-12,32
0.1,0.2328233978,0.0013169112,3.295238987,1.302556744e+12,0.884755294,0.002177046603,1e-12,32
0.2,0.2346178748,0.001145206646,3.262351741,1.303302606e+12,0.8892289723,0.001953691887,1e-12,32
0.3,0.2364274278,0.0009828236915,3.229700987,1.304173785e+12,0.8937414265,0.001724705125,1e-12,32
0.4,0.2382529263,0.0008305847756,3.197271324,1.305154005e+12,0.8982992704,0.001495489705,1e-12,32
0.5,0.2400952118,0.000691136945,3.165048895,1.30623843e+12,0.9029038499,0.001266271575,1e-12,32
0.6,0.2419551367,0.0005704452638,3.133020593,1.307426442e+12,0.9075558876,0.001037037361,1e-12,32
