Lx,Ly,NV,NE,NF,jitter,seed,A_tot,lambda1,lambda1_hat,Px,Py,g,gp,v,mW,mZ,sin2thetaW,rho
12,12,144,432,288,0.25,12345,486.02221797201,0.030740514531928245,14.94057305440857,-0.4795011208806169,0.7641027994077096,13.103588362088383,8.222958104655506,246.0,1611.741368536871,1902.8106676902278,0.2825369306973118,1.0
