src,ax,ay,r,z
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_e_ax2p520_ay0p733\cycle_rows_r.csv,,0.733,0.1537048791454773,-1.159587691810512
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_mu_ax2p604_ay0p8175\cycle_rows_r.csv,,0.8175,0.0029371332290832,-0.1212890940891334
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\verify_t_ax2p457_ay0p855\cycle_rows_r.csv,,0.855,-0.2006665214331893,1.2808767858996455
