ax_min,ax_max,ay_min,ay_max,hx,hy,lap_mean,lap_std,rho_mean,rho_pos_area_frac,n_components
2.56,2.64,0.93,0.96,0.00013333333333333345,4.999999999999986e-05,5.003929712312441,18977.529649405144,647.1640107385069,0.0066361942519538985,2
