mW_GeV,mZ_GeV,mH_GeV,sin2_mass,sin2_geo,delta_sin2,rho_param,rho_minus_1,vW_band_rel,vZ_band_rel,notes
80.4,91.2,125.1,0.22281855955678653,0.24055956126092234,0.01774100170413581,1.0233606228996597,0.023360622899659678,188.10393373675444,104.65210757130664,
