species,m_GeV,logm,q_target,z_target,ax,ay,sin2_check,z_check,ok,note
mu,0.10566,-2.2475288872459673,0.44844628363820915,0.05067937102394379,3.8241022762756725,1.1502047541049816,0.23099999999999998,0.05067937109467202,False,no_bracket_fallback_min |g|=7.073e-11
t,172.76,5.1519033480925005,0.9587519550408621,1.759926700496082,4.978092787461354,1.497299386064068,0.23099999999999998,1.7599267011196567,True,ok
