face_id,area,cx,cy,in_x_band,in_y_band
0,0.0040304124607806885,0.04290859712024475,0.03433856107717973,1,1
1,0.0025128185661964933,0.02075677723566849,0.07118260642885069,1,1
2,0.004993203059464876,0.09405185596506178,0.021409595145464255,1,1
3,0.0047917137798098326,0.12092320140931706,0.06014108909105276,1,1
4,0.004781578168255304,0.21535912507649654,0.02892673248627431,1,1
5,0.005415859868859875,0.17785073078584257,0.05795454172406811,1,1
6,0.0038329834720082375,0.28234563385917644,0.04090967465152753,1,0
7,0.002743615107470188,0.3071103558574991,0.06219575462356964,1,0
8,0.0028704426254015734,0.4022370391987149,0.03622899584148498,1,0
9,0.003188479305034463,0.3731796636174245,0.059785216055621204,1,0
10,0.0023778252878524048,0.44480999250875475,0.033999803451283526,1,0
11,0.003254812047659013,0.4762445163985933,0.06354391391929452,1,0
12,0.0043000593690625186,0.540228503054613,0.023369624508032722,1,0
13,0.0029300209802347625,0.5235117689164093,0.060797335264248374,1,0
14,0.005702331944478461,0.6089487296390669,0.022140188449151443,1,0
15,0.0022571157160315007,0.6413704946528506,0.04910756526224563,1,0
16,0.0018538136352088785,0.720529063846009,0.03583948482008917,1,0
17,0.0025878404365836842,0.6961837585627304,0.05245774527120874,1,0
18,0.004086424907016543,0.7723040674621179,0.030412609464540902,1,0
19,0.004337910487154466,0.8087637830125015,0.05033071954324808,1,0
20,0.0033350288007949506,0.8961507311292166,0.013527601828375646,1,0
21,0.0035698443754865424,0.871473626300356,0.04342834751016089,1,0
22,0.003153228455079382,0.9482861133244503,0.023359129399468825,1,0
23,0.0025960621505952473,0.9752106407543364,0.060286749814747374,1,0
24,0.002696660221171887,0.018967950334492167,0.12285983061171268,1,1
25,0.0035312120597265325,0.05077803219714568,0.14755907167216772,1,1
26,0.0021256441881869043,0.12645947608046607,0.11762001334455235,1,1
27,0.002660861423544051,0.10924639261428824,0.14043180581108985,1,1
28,0.002445855304141168,0.1833870054569916,0.11543346597756769,1,1
29,0.0025405787178016735,0.21355554826134263,0.1380271064836292,1,1
30,0.003169569278113473,0.2943100651652491,0.10559110993979214,1,0
31,0.0027888455316091763,0.26220549168062357,0.1359264797116055,1,0
32,0.00366144102043078,0.3603793729251746,0.10318057137184371,1,0
33,0.0042090427451641176,0.3917268279001041,0.13105854361799993,1,0
34,0.0022102763703754735,0.48024296792361537,0.10978874378856056,1,0
35,0.0022905166766680855,0.451098523427416,0.131678825780842,1,0
36,0.0014907071088172948,0.5275102204414314,0.1070421651335144,1,0
37,0.0047269253008509595,0.5573234777062482,0.1314139969538443,1,0
38,0.003751086098272707,0.6308112010118414,0.09819406201587999,1,0
39,0.002404454565262065,0.6114859591246709,0.13302622777933115,1,0
40,0.00367080760856197,0.6856244649217212,0.10154424202484309,1,0
41,0.004866186248667578,0.7184368476105542,0.14261371123031197,1,0
42,0.004447678349317129,0.8056033745258374,0.10768897809870646,1,0
43,0.0036841128928401167,0.7776107363810079,0.14545859767658756,1,0
44,0.0037325756936067993,0.8683132178136918,0.10078660606561927,1,0
45,0.0042508812879445326,0.8989368473157717,0.1259663860439826,1,0
46,0.0028738082436790004,0.9734218138531601,0.11196397399760936,1,0
47,0.0021425752317759707,0.9524438110964932,0.13011687924247964,1,0
48,0.005143378479117912,0.056711968727215734,0.20349054647113266,1,1
49,0.003420927016550785,0.019371718147028316,0.2269662257408105,1,1
50,0.003570862704685016,0.11518032914435823,0.1963632806100548,1,1
51,0.00404658632238152,0.13711212828030866,0.22669824997145072,1,1
52,0.002684286643355103,0.22320023245300327,0.19020955479806503,1,1
53,0.005598783752405257,0.19775040531842483,0.22076267611993694,1,1
54,0.0035014877863231227,0.27185017587228427,0.18810892802604132,1,0
55,0.0028803593854684353,0.29815549518657974,0.21973261783354622,1,0
56,0.005872335706046965,0.3806964996094564,0.18869199760311917,1,0
57,0.0050220700284352325,0.3435497904641969,0.22277308493628123,1,0
58,0.00305697496348454,0.44006819513676837,0.1893122797659613,1,0
59,0.005070163000229248,0.46184155045112646,0.22266851570440274,1,0
60,0.004025651030681452,0.5585433911641307,0.18340211071097853,1,0
61,0.004959973901572064,0.5213590447174726,0.21427659682137157,1,0
62,0.0015052421879133164,0.6127058725825533,0.18501434153646534,1,0
63,0.004450226398692893,0.633806550104368,0.21559372178702285,1,0
64,0.004520664414194105,0.7180264463474483,0.2011770112542971,1,0
65,0.0038418809732273396,0.6869894992932596,0.2255190880628369,1,0
66,0.002528672304182502,0.777200335117902,0.2040218977005727,1,0
67,0.004803976712768933,0.800716846199491,0.23098787986336955,1,0
68,0.004844363206538711,0.8890293205033362,0.18495599883880143,1,0
69,0.0036377397413559034,0.8539295639380159,0.22451182060111607,1,0
70,0.003150823164291215,0.9425362842840576,0.18910649203729846,1,0
71,0.0026498526250102886,0.9579841183231906,0.21912850712256102,1,0
72,0.0043769963344601585,0.02798404415801703,0.2808256067937523,1,1
73,0.0014120492797004241,0.06077203937728026,0.3061060498693535,1,1
74,0.002365531456387654,0.13896149618407175,0.2823732578703449,1,1
75,0.002101305850194946,0.11247744168719713,0.300794410854228,1,1
76,0.003230659726622925,0.19959977322218792,0.2764376840188311,1,1
77,0.0031677805960872163,0.22804858038283485,0.30133671088496267,1,1
78,0.00210394725900335,0.3015155407316507,0.2872097565481726,1,0
79,0.0033583656292042632,0.2782092014434237,0.3110382149286712,1,0
80,0.0037314980581995057,0.3469098360092679,0.29025022365090763,1,0
81,0.0036441273355372625,0.38316144299422855,0.3119616732506875,1,0
82,0.003793993133335849,0.46080902906679105,0.28804669654111253,1,0
83,0.0019618441891416346,0.43814057159213404,0.310482997535613,1,0
84,0.003647032968120854,0.5203265233331371,0.2796547776580813,1,0
85,0.0049239568047865865,0.5566667356533542,0.2985502318004122,1,0
86,0.00311511227705501,0.6336919770672066,0.27374073236330454,1,0
87,0.0020207845790546144,0.6117471654189508,0.292931292365471,1,0
88,0.002513830448480447,0.686874926256098,0.28366609863911857,1,0
89,0.0030574619186194934,0.7169378091633943,0.3048113959507438,1,0
90,0.003059655596754501,0.7985297763704509,0.2886637204498405,1,0
91,0.0018500530044607256,0.7740392011419694,0.30718511240720864,1,0
92,0.002245788791484818,0.8517424941089756,0.28218766118758704,1,0
93,0.003827625509695928,0.8838623995063489,0.29800292367987397,1,0
94,0.004126811167095432,0.9665964443341792,0.27298788817550285,1,0
95,0.00284574890042625,0.9481687591270993,0.29833695734484195,1,0
96,0.0037776911039579383,0.059156596086773074,0.3612997314989245,1,1
97,0.002740834881480517,0.03272319457052099,0.38944017821010507,1,1
98,0.0055124926452090415,0.11086199839668993,0.355988092483799,1,1
99,0.004828069185747585,0.14112485711713144,0.3924545331489085,1,1
100,0.003464084232889626,0.2214158438143571,0.3606097050650707,1,1
101,0.003874949772004319,0.19674584087727706,0.39059827184793167,1,1
102,0.003678599285575604,0.27157646487494597,0.3703112091087792,1,0
103,0.0030502283031992317,0.29893601157911953,0.3999440897399094,1,0
104,0.004174298641934885,0.38600573069208316,0.3628873549910325,1,0
105,0.0030914309867378924,0.3538073311230691,0.3946372444028814,1,0
