face_id,area,cx,cy,in_x_band,in_y_band
0,0.003999898941314705,0.060225463507890174,0.016586074428682096,1,1
1,0.005167400664210837,0.027964268942634502,0.05276904814187566,1,1
2,0.004099746438356062,0.11360348847266966,0.020223447479914114,1,1
3,0.003754773436525657,0.14622108498229838,0.0509929918085954,1,1
4,0.0034536978485315674,0.20988743624861728,0.0272380596505597,1,1
5,0.0016908302872640796,0.19393116921798703,0.05547542357498192,1,1
6,0.004968648575404863,0.2622665579634034,0.029799454848536522,1,0
7,0.003442477746179644,0.29168350686935746,0.06108986514691569,1,0
8,0.004078815659558237,0.39468187795137427,0.02873357930351184,1,0
9,0.004166269139460477,0.3561456337071611,0.0549143879015662,1,0
10,0.0029982602905341427,0.45839963570155867,0.03307239732705193,1,0
11,0.001839019844666401,0.4814080589300101,0.053319388428394954,1,0
12,0.0023805049380516766,0.5504087497801733,0.030265422876876957,1,0
13,0.001643644560047505,0.5291611689613037,0.05469845006502358,1,0
14,0.004039852410718298,0.597890153051743,0.022044972060625723,1,0
15,0.006214280806832298,0.6376669500647637,0.05866176962165648,1,0
16,0.0041665917036035,0.7217252546495471,0.024454690428578507,1,0
17,0.004387243561476187,0.702820972040464,0.06094645303451807,1,0
18,0.003729752799795867,0.7755468168229124,0.02102291409799273,1,0
19,0.002907752648555429,0.8003684781162227,0.053112299482169556,1,0
20,0.004428238490479431,0.888025219454399,0.029400774875750768,1,0
21,0.0054800345073160615,0.8528105770426987,0.05513904145623738,1,0
22,0.003417854001927682,0.9505806829130473,0.030515415749838848,1,0
23,0.0034982248276107727,0.9721523776162635,0.05676648968647058,1,0
24,0.004837844006971207,0.02581788030532306,0.1197262666348996,1,1
25,0.003635297110278461,0.05519624165382342,0.14934260015183576,1,1
26,0.003740556316422199,0.14918120001639362,0.10342650058787684,1,1
27,0.004597682446966341,0.11368077029000956,0.13845626348932524,1,1
28,0.002011363691158669,0.19689128425208224,0.10790893235426328,1,1
29,0.002770612950713804,0.2182649002247791,0.1430356747993409,1,1
30,0.002925288512537252,0.291645278784684,0.10945869845136387,1,0
31,0.0034033861693923196,0.26764567882079665,0.14153239452248467,1,0
32,0.0034957126604266073,0.3561074056224876,0.10328322120601437,1,0
33,0.003662573536207267,0.38602836501927995,0.1293916059950452,1,0
34,0.003545256673118821,0.4701056505917777,0.10054751817013736,1,0
35,0.002983443863142631,0.4384819425159053,0.13258972045587955,1,0
36,0.0031910244945840844,0.5178587606230712,0.101926579806766,1,0
37,0.0037390958592792628,0.5424919817371051,0.13329075247310576,1,0
38,0.004606974487632753,0.6400096777704744,0.11975742504686308,1,0
39,0.0032695107732150083,0.6036185210526179,0.1389378273403186,1,0
40,0.002680239926845154,0.7051636997461747,0.1220421084597248,1,0
41,0.002184856943828704,0.7244256102546616,0.13789986278220093,1,0
42,0.002512532143635388,0.8006515455639192,0.11934778791894651,1,0
43,0.002561509370094754,0.7761875121700128,0.1396079194631855,1,0
44,0.004727975196145439,0.8530936444903952,0.12137452989301423,1,0
45,0.002371717099478534,0.8826566572367801,0.1430836254219861,1,0
46,0.003274460726433113,0.9700059889789521,0.12372370817949464,1,0
47,0.002968007092844718,0.9427826646104203,0.14491999635232117,1,0
48,0.003343689113751508,0.05220844104362062,0.21036857166310333,1,1
49,0.002031456568156484,0.03102025505599341,0.23421516014636476,1,1
50,0.004337801716857778,0.11069296967980675,0.1994822350005928,1,1
51,0.003527597809084022,0.1341515354964018,0.22658568494341677,1,1
52,0.0026199396761385544,0.21792715269149457,0.19299203743484883,1,1
53,0.004254456535667818,0.18451167280900868,0.2199985078340435,1,1
54,0.002304754794779984,0.2673079312875121,0.19148875715799255,1,0
55,0.005028472293081044,0.2925506463841447,0.21761719331897736,1,0
56,0.004481180958931326,0.3899853708626397,0.19355008796832704,1,0
57,0.0061819414923803915,0.3613075265985925,0.2256438354114018,1,0
58,0.00395989291060834,0.442438948359265,0.19674820242916136,1,0
59,0.0033977169422999397,0.4747361113362114,0.22604946119188907,1,0
60,0.005356597541305254,0.5476716953279005,0.1959762765885175,1,0
61,0.003265155577886443,0.5237119291149406,0.22595556497064753,1,0
62,0.004746040983823814,0.6087982346434133,0.20162335145573032,1,0
63,0.003740713858751705,0.6407906021084293,0.23426632940225725,1,0
64,0.0031831428854149166,0.7154275039440835,0.18535931652205717,1,0
65,0.002688554698679676,0.6917668041827564,0.2213249424395635,1,0
66,0.003194314693335234,0.7671894058594347,0.1870673732030417,1,0
67,0.0035364634806460057,0.7927981620944801,0.22550163609606177,1,0
68,0.004953301242602481,0.879435283009809,0.20010322817871326,1,0
69,0.003764115843039218,0.8510169931045631,0.23708852708700046,1,0
70,0.00516121968708047,0.9395612903834495,0.20193959910904832,1,0
71,0.0033751982991316446,0.9749747901128543,0.23420623293641932,1,0
72,0.0026782017330818425,0.030397885758451676,0.2814162940950509,1,1
73,0.002350866211015802,0.051343868369902367,0.30676613569949174,1,1
74,0.0022870116687807194,0.133018625515691,0.2840032778440546,1,1
75,0.0029102279444668555,0.10931785632291942,0.3060962579889328,1,1
76,0.0029093623142134825,0.18337876282829788,0.27741610073468137,1,1
77,0.004404141714319227,0.22223723089822647,0.30800092355655617,1,1
78,0.002522789023581011,0.29760971332412517,0.272651685280252,1,0
79,0.004606392944714823,0.27780998641493543,0.3041145423403367,1,0
80,0.003112064124037363,0.3663665935385731,0.28067832737267645,1,0
81,0.0026724973394875538,0.3945002650168467,0.3074787547358782,1,0
82,0.0023487219310507727,0.47564578323561363,0.2811536300412409,1,0
83,0.0023773433244748446,0.44280444747289377,0.31074654608478974,1,0
84,0.00313326271101932,0.524621601014343,0.2810597338199994,1,0
85,0.003702613832081213,0.5468651968959212,0.3146692819208554,1,0
86,0.002764032631450853,0.6406288404418402,0.2824173897150865,1,0
87,0.003486106045068233,0.6069203026454426,0.31336324825154566,1,0
88,0.0018427902323635316,0.6916050425161674,0.26947600275239275,1,0
89,0.004006832085947291,0.7144153825646056,0.2952610742108132,1,0
90,0.0023682480909810425,0.7965502711917046,0.2732984852106653,1,0
91,0.004615666581536145,0.7700911552437705,0.29661491969357195,1,0
92,0.0026575788957822364,0.8547691022017877,0.2848853762016039,1,0
93,0.002384217655994741,0.8822611882751014,0.3068493897368234,1,0
94,0.0038195111427150505,0.9743524208153125,0.2814073668851056,1,0
95,0.0030285676784521658,0.9380127172539753,0.3080900455012412,1,0
96,0.003060444831108457,0.047505553255857924,0.3532356028296559,1,1
97,0.004357744582676031,0.016305718221582,0.3894415622190565,1,1
98,0.0037899820797170462,0.10547954120887491,0.35256572511909695,1,1
99,0.005327014307465618,0.14094159093936925,0.3837848014860512,1,1
100,0.0024220858468142576,0.22705444669389832,0.35912368337292105,1,1
101,0.003061649610594114,0.1999572591616925,0.38185091706287877,1,1
102,0.0014362732573384213,0.2826272022106073,0.3552373021567015,1,0
103,0.0039056159584300847,0.3024165826982879,0.3751456605755643,1,0
104,0.002495918459525774,0.38486584479147967,0.35436597936128483,1,0
105,0.004137328047131983,0.3567218268916969,0.3789367674770305,1,0
106,0.0027877363535357674,0.4331700272475268,0.3576337707101964,1,0
107,0.004519403124216858,0.46251139892903176,0.388160306132929,1,0
108,0.0027255234610110693,0.5492818939081751,0.36357742905592866,1,0
109,0.005122110562422333,0.5235383339453819,0.390087332421354,1,0
110,0.0033172877232837458,0.6093369996576965,0.36227139538661896,1,0
111,0.0033382284705118603,0.635057237322811,0.3889666361699067,1,0
112,0.003343771241132144,0.7251827171397722,0.35984874540502637,1,0
113,0.0065235456327915635,0.694384076960051,0.391704773266353,1,0
114,0.004149990455428147,0.7808584898189371,0.3612025908877852,1,0
115,0.0031424527661608383,0.8109951243834713,0.39055008791775553,1,0
116,0.0025200733916268007,0.8779190107345775,0.3511715410954624,1,0
117,0.003254179932035075,0.8541044432778637,0.38187145907312,1,0
118,0.0032110081145546826,0.9336705397134514,0.3524121968598801,1,0
119,0.004801866032712935,0.9597563908519636,0.38728531923758597,1,0
120,0.0022802748563660598,0.015963908428567875,0.4412818787838282,1,1
121,0.0037692236770532576,0.05173964441147646,0.4589055825641897,1,1
122,0.004877785322320488,0.13886145777992584,0.4429717318043728,1,1
123,0.00298209258436291,0.10797530899806447,0.4655823186071806,1,1
124,0.002433751535038725,0.19787712600224908,0.4410378473812003,1,1
125,0.004646937429225882,0.22452229467807708,0.4657873064757439,1,1
126,0.003301098874086709,0.29811894978681913,0.4360439028963808,1,0
127,0.0029997475232705195,0.2778775504427606,0.46361223726201944,1,0
128,0.003611197297225116,0.3524241939802282,0.4398350097978471,1,0
129,0.0034858111580617,0.38209421883850053,0.46650905946872817,1,0
130,0.0035348017112393207,0.46211275802412216,0.44938645437094843,1,0
131,0.0028175463303831525,0.4342973933011068,0.4701047567348426,1,0
132,0.0036411402280904326,0.5231396930404723,0.4513134806593735,1,0
133,0.0027856424076009943,0.5471722789168312,0.47070420183651135,1,0
