species,m_GeV,logm,q_target,z_target,ax,ay,z_pred,abs_err,ok,note,expansions
u,0.0022,-6.119297918617867,0.1920468054254755,-0.8665062615216998,2.5088999999999997,0.74475,-0.8665413047094528,3.504318775293669e-05,False,local_min_interior,0
d,0.0047,-5.360192770266124,0.2426538153155917,-0.6583704128287708,2.5359,0.763,-0.6585971513599825,0.00022673853121168985,False,local_min_interior,0
s,0.095,-2.353878387381596,0.44307477417456026,0.030759225246451916,2.598,0.815,0.030843528893228778,8.430364677686208e-05,False,local_min_interior,0
e,0.000511,-7.57914096776057,0.09472393548262861,-1.1664897364289741,2.5863000000000005,0.7552187499999999,-1.1664669442689186,2.2792160055518096e-05,False,local_min_interior,0
mu,0.10566,-2.2475288872459673,0.45016474085026886,0.05680114836901411,2.435475,0.7715000000000001,0.0567863202325645,1.4828136449610008e-05,False,local_min_interior,0
c,1.27,0.23901690047049992,0.6159344600313666,0.5942226888557718,2.5764,0.8385,0.594311407790775,8.871893500317363e-05,False,local_min_interior,0
tau,1.77686,0.5748477616006503,0.6383231841067101,0.6714935168927125,2.5716,0.8415,0.6712875350360401,0.00020598185667242142,False,local_min_interior,0
b,4.18,1.430311246536665,0.6953540831024444,0.8662716277472691,2.5677,0.8515,0.8663324570836876,6.0829336418488644e-05,False,local_min_interior,0
t,172.76,5.1519033480925005,0.9434602232061666,1.7174714593735536,2.5578,0.902,1.7174620874540512,9.371919502454418e-06,False,local_min_interior,0
