m,nu,minabs
0.0,0.0,0.2670928463142262
0.016666666666666666,0.0,0.25650698272347033
0.03333333333333333,0.0,0.24620167293015324
0.05,0.0,0.23619048610395643
0.06666666666666667,0.0,0.2264872037589798
0.08333333333333333,0.0,0.21710572495303285
0.1,0.0,0.2080599545167794
0.11666666666666667,0.0,0.1993636739228418
0.13333333333333333,0.0,0.1910303949105126
0.15,0.0,0.18307319657540977
0.16666666666666666,0.0,0.1755045472993242
0.18333333333333332,0.0,0.1683361136059946
0.2,0.0,0.16157855875715388
0.21666666666666667,0.0,0.15524133462043033
0.23333333333333334,0.0,0.1493324710262945
0.25,0.0,0.14385836746838332
0.26666666666666666,0.0,0.13882359258270677
0.2833333333333333,0.0,0.13423069735222432
0.3,0.0,0.13008004839680726
0.31666666666666665,0.0,0.12636968796380743
0.3333333333333333,0.0,0.12309522723310723
0.35,0.0,0.12024977915293603
0.36666666666666664,0.0,0.11782393608147873
0.3833333333333333,0.0,0.11580579589845605
0.4,0.0,0.11418103792915232
0.4166666666666667,0.0,0.11293304706874542
0.43333333333333335,0.0,0.11204308112660012
0.45,0.0,0.11149047295947126
0.4666666666666667,0.0,0.11125285580961794
0.48333333333333334,0.0,0.11130639774591959
0.5,0.0,0.11162602942655796
0.5166666666666666,0.0,0.11218564857585889
0.5333333333333333,0.0,0.11295828439992295
0.55,0.0,0.11391620528599522
0.5666666666666667,0.0,0.11503095305618018
0.5833333333333334,0.0,0.11627328626691533
0.6,0.0,0.117613013128875
0.6166666666666667,0.0,0.11901869136536751
0.6333333333333333,0.0,0.1204571680486625
0.65,0.0,0.12144358165133605
0.6666666666666666,0.0,0.11945461716415942
0.6833333333333333,0.0,0.11749780637009312
0.7,0.0,0.11557149605182124
0.7166666666666667,0.0,0.11367532083716808
0.7333333333333333,0.0,0.11181009139283549
0.75,0.0,0.10997768589942918
0.7666666666666666,0.0,0.1081809477745843
0.7833333333333333,0.0,0.1064235914263998
0.8,0.0,0.10471011678146959
0.8166666666666667,0.0,0.10304573243570601
0.8333333333333334,0.0,0.10143628649975857
0.85,0.0,0.09988820352345489
0.8666666666666667,0.0,0.09840842525202033
0.8833333333333333,0.0,0.09700435236396647
0.9,0.0,0.09568378375054583
0.9166666666666666,0.0,0.09445484932552355
0.9333333333333333,0.0,0.09332593183315231
0.95,0.0,0.09230557272162059
0.9666666666666667,0.0,0.09096670852531383
0.9833333333333333,0.0,0.08650563068138632
1.0,0.0,0.08212584501622512
1.0166666666666666,0.0,0.07786340200783796
1.0333333333333332,0.0,0.07374884900493577
1.05,0.0,0.06980802346808597
1.0666666666666667,0.0,0.06606258652208066
1.0833333333333333,0.0,0.06253035630811418
1.1,0.0,0.059225502570269
1.1166666666666667,0.0,0.056158660494020664
1.1333333333333333,0.0,0.05333701571680076
1.15,0.0,0.05076440408899746
1.1666666666666667,0.0,0.04844145910631743
1.1833333333333333,0.0,0.04636582729330046
1.2,0.0,0.04453245825107537
1.2166666666666666,0.0,0.04293396322658147
1.2333333333333334,0.0,0.04156102567435957
1.25,0.0,0.04040284070522583
1.2666666666666666,0.0,0.03944755808092973
1.2833333333333332,0.0,0.038682705153961085
1.3,0.0,0.038095570806300875
1.3166666666666667,0.0,0.03767353763041104
1.3333333333333333,0.0,0.03740435600738117
1.35,0.0,0.03727635938223679
1.3666666666666667,0.0,0.03727862436097285
1.3833333333333333,0.0,0.03740108209339122
1.4,0.0,0.03763458888280062
1.4166666666666667,0.0,0.03797096435273118
1.4333333333333333,0.0,0.03840300512283315
1.45,0.0,0.03892448109899932
1.4666666666666666,0.0,0.039530120399355904
1.4833333333333334,0.0,0.040215587784158305
1.5,0.0,0.04097746033034531
1.5166666666666666,0.0,0.041813203036367076
1.5333333333333332,0.0,0.0427211460627097
1.55,0.0,0.04370046438348992
1.5666666666666667,0.0,0.04475115969488978
1.5833333333333333,0.0,0.04587404342876008
1.6,0.0,0.047070718563185954
1.6166666666666667,0.0,0.04834355648826165
1.6333333333333333,0.0,0.0496956633123197
1.65,0.0,0.05113082745392822
1.6666666666666667,0.0,0.05265343682139109
1.6833333333333333,0.0,0.05426834881804242
1.7,0.0,0.05598068901599401
1.7166666666666666,0.0,0.05779554331924807
1.7333333333333334,0.0,0.059717491752499206
1.75,0.0,0.0617499066262638
1.7666666666666666,0.0,0.06389389988425523
1.7833333333333332,0.0,0.06614675153041634
1.8,0.0,0.06849959200273087
1.8166666666666667,0.0,0.07093409922461433
1.8333333333333333,0.0,0.07341819413413524
1.8499999999999999,0.0,0.0759016777269163
1.8666666666666667,0.0,0.07831527285412125
1.8833333333333333,0.0,0.08058021324405391
1.9,0.0,0.08263403094756532
1.9166666666666667,0.0,0.08446158061788923
1.9333333333333333,0.0,0.0861032382799205
1.95,0.0,0.08763114583051931
1.9666666666666666,0.0,0.08911771777754567
1.9833333333333334,0.0,0.09061796165853588
2.0,0.0,0.0921660130452382
