dir,ax0,ay0,n_pts,s_med,s_MAD
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\Predicted Masses\boson_refined_W,2.47675,0.87625,25,0.0023695084207633653,8.85965100098831e-06
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\Predicted Masses\boson_refined_Z,2.5680500000000004,0.89590625,25,0.0016552812443517623,5.220920184364477e-06
C:\Users\anthoni.newland\OneDrive - ZINUS\Desktop\New Results\Predicted Masses\boson_refined_H,2.5591,0.8999375000000001,25,0.001846473710477515,6.132467889366847e-06
