species,m_GeV,logm,q_target,z_target,ax,ay,z_pred,abs_err,ok,note,expansions
e,0.000511,-7.57914096776057,0.09472393548262861,-1.1664897364289741,2.4957000000000003,0.725,-1.1664314063155763,5.8330113397842e-05,False,local_min_interior,0
mu,0.10566,-2.2475288872459673,0.45016474085026886,0.05680114836901411,2.502,0.7875,0.05670445244144992,9.669592756418599e-05,False,local_min_interior,0
t,172.76,5.1519033480925005,0.9434602232061666,1.7174714593735536,2.6058000000000003,0.90990625,1.7175180802933314,4.662091977780669e-05,False,local_min_interior,0
tau,1.77686,0.5748477616006503,0.6383231841067101,0.6714935168927125,2.5143,0.825,0.6712640394339544,0.00022947745875812053,False,local_min_interior,0
c,1.27,0.23901690047049992,0.6159344600313666,0.5942226888557718,2.5599,0.8325,0.5941671643366075,5.5524519164240616e-05,False,local_min_interior,0
b,4.18,1.430311246536665,0.6953540831024444,0.8662716277472691,2.5128,0.83625,0.8662904902634109,1.8862516141804342e-05,False,local_min_interior,0
