ay,A,B,S_raw,w_star,S_star,r,err_star
0.902,0.2601778573942753,0.2215684529162166,0.240873155155246,0.2442810815469379,0.231,-0.211505128481356,2.775557561562892e-17
0.902,0.2620405987157203,0.2197147335798745,0.2408776661477974,0.2666281335043049,0.2309999999999999,-0.2319401770030142,-2.775557561562892e-17
0.902,0.2573654166574935,0.2239754185785582,0.2406704176180258,0.2103798090923936,0.231,-0.1829407078629159,0.0
0.902,0.261279114344258,0.220745382422485,0.2410122483833715,0.2529897221727719,0.2309999999999999,-0.2219970045839696,-2.775557561562892e-17
0.902,0.261752722833902,0.2198730143763226,0.2408128686051123,0.2656891853711945,0.231,-0.229527955919282,2.775557561562892e-17
0.902,0.2615265181767251,0.2206051040392248,0.2410658111079749,0.2540209369560705,0.231,-0.2240940937159428,0.0
0.902,0.2612622825137762,0.2203806062395193,0.2408214443766477,0.2597592547145064,0.2309999999999999,-0.2240316380129436,-2.775557561562892e-17
0.902,0.2603304104155549,0.220867497854366,0.2405989541349604,0.2567601195153325,0.2309999999999999,-0.2163662071142391,-2.775557561562892e-17
0.902,0.2613738412313708,0.220070146568707,0.2407219939000389,0.2646216887026551,0.2309999999999999,-0.2264174464695019,-2.775557561562892e-17
0.902,0.2603973612186943,0.2214125158473655,0.2409049385330299,0.2459284899379279,0.231,-0.2135495204425663,2.775557561562892e-17
0.902,0.2586811763402382,0.2236424777420914,0.2411618270411648,0.2099827491394825,0.231,-0.1917299733212618,0.0
0.902,0.2618837676735996,0.2202865978851227,0.2410851827793611,0.2575512269069108,0.2309999999999999,-0.2277964646818979,-2.775557561562892e-17
0.902,0.2585278629118808,0.2233463624635073,0.240937112687694,0.2175472176840185,0.231,-0.1926366112190589,0.0
0.902,0.2596685735561642,0.221608130520559,0.2406383520383616,0.2467619588835312,0.231,-0.2086275826475514,0.0
0.902,0.2612420274286554,0.2202490889441443,0.2407455581863998,0.2622625128451779,0.231,-0.2246923206938085,0.0
0.902,0.2617834708845549,0.2202994595387988,0.2410414652116769,0.2579437261265684,0.231,-0.2272026565794325,0.0
0.902,0.2614679225495795,0.2209142077617164,0.2411910651556479,0.2487020558053056,0.2309999999999999,-0.2219938169607906,-2.775557561562892e-17
0.902,0.2596602817594012,0.222293341480974,0.2409768116201876,0.2330043202400625,0.2309999999999999,-0.2046165482871966,-2.775557561562892e-17
0.902,0.261344803886301,0.2204557470334686,0.2409002754598848,0.2578746925976359,0.2309999999999999,-0.2240218696206599,-2.775557561562892e-17
0.902,0.2604386113659471,0.2213108234425705,0.2408747174042588,0.2476290399141314,0.231,-0.2143536928576757,0.0
0.902,0.2603961757314835,0.2214479227192315,0.2409220492253575,0.2452504680444502,0.2309999999999999,-0.2133379873298897,-2.775557561562892e-17
0.902,0.2609816189612951,0.2208606463118434,0.2409211326365692,0.2527195384007009,0.231,-0.2197851607485041,2.775557561562892e-17
0.902,0.261027861527794,0.2211895830041679,0.2411087222659809,0.246256047183716,0.231,-0.2181144058777326,2.775557561562892e-17
0.902,0.2614628336286878,0.2201518118404967,0.2408073227345922,0.262597914307805,0.231,-0.2264026262246623,2.775557561562892e-17
0.902,0.2617382002469299,0.2191315220178879,0.2404348611324089,0.2785591009538535,0.231,-0.2337808914597656,2.775557561562892e-17
0.902,0.2595061501065647,0.2223015873919511,0.2409038687492579,0.233799619545918,0.2309999999999999,-0.2037669166804849,-2.775557561562892e-17
0.902,0.2609231017101605,0.2208621696886326,0.2408926356993965,0.25306027093727,0.231,-0.2194728838817656,0.0
0.902,0.2599211849327035,0.2208965411891427,0.2404088630609231,0.2588994502358366,0.231,-0.2140711571438898,0.0
0.902,0.2618747287248493,0.219875820150406,0.2408752744376276,0.2648683079436768,0.2309999999999999,-0.2301428791302224,-2.775557561562892e-17
0.902,0.2612680824385541,0.2208755475433401,0.2410718149909471,0.2506515741813335,0.2309999999999999,-0.2211833073641871,-2.775557561562892e-17
0.902,0.2587552702449178,0.2229318259018958,0.2408435480734068,0.225220501436115,0.231,-0.1962139475192283,0.0
0.902,0.2620796693697812,0.2196862003215037,0.2408829348456424,0.2668760054906616,0.2309999999999999,-0.2323086535095688,-2.775557561562892e-17
0.902,0.2607901909671551,0.2211963039389468,0.240993247453051,0.2476063048335872,0.2309999999999999,-0.2168428869440466,-2.775557561562892e-17
0.902,0.261427528560183,0.22073173396751,0.2410796312638465,0.2523176199227904,0.231,-0.2228451453801108,2.775557561562892e-17
0.902,0.2581526134123771,0.2230716867826936,0.2406121500975354,0.2260006784027736,0.231,-0.1922622912699179,0.0
0.902,0.2585082221872144,0.2226904875827717,0.240599354884993,0.2319943600284981,0.2309999999999999,-0.1963191824344947,-2.775557561562892e-17
0.902,0.2620142057387039,0.2199697372790227,0.2409919715088633,0.2623475364316903,0.2309999999999999,-0.2303168854446176,-2.775557561562892e-17
0.902,0.2615534441861276,0.220408722811096,0.2409810834986118,0.2574152123273641,0.231,-0.225376032372766,2.775557561562892e-17
0.8515,0.2503024003527415,0.2310525704857536,0.2406774854192475,0.0,0.2310525704857536,-0.1053772060803979,5.2570485753633545e-05
0.8515,0.2503359589587816,0.2307945675019565,0.2405652632303691,0.0105126852659077,0.231,-0.1070087702128121,0.0
0.8515,0.2501550161558717,0.2300482750299352,0.2401016455929034,0.047333626275074,0.231,-0.1102529330702013,0.0
0.8515,0.2487854791309705,0.2321534805423201,0.2404694798366453,0.0,0.2321534805423201,-0.0910908993250898,0.00115348054232
0.8515,0.2462755903325908,0.2342553081986756,0.2402654492656332,0.0,0.2342553081986756,-0.0658616304116499,0.0032553081986756
0.8515,0.2476298596509608,0.2340089425253211,0.2408194010881409,0.0,0.2340089425253211,-0.0745178839114073,0.0030089425253211
0.8515,0.2483914743806838,0.2325377207952876,0.2404645975879857,0.0,0.2325377207952876,-0.0868272953528788,0.0015377207952876
