t,ds_mean,ds_lo,ds_hi
0.000503896262506515,0.001743884266076634,0.0016855855581798095,0.0017961488392319324
0.0005318051128214197,0.0018404550743639446,0.0017789312522188537,0.0018956107042521352
0.0005612597255954971,0.0019423727256310031,0.001877445597834253,0.002000579118528094
0.0005923457145875806,0.0020499331515225093,0.001981414706827991,0.0021113588116799063
0.0006251534353689712,0.002163448650392752,0.0020911405194590314,0.0022282713618852765
0.0006597782479539533,0.0022832487910136477,0.002206941678981593,0.0023516561256764134
0.0006963207939763883,0.0024096813661770968,0.002329154454524769,0.00248187121903527
0.0007348872892180388,0.0025431133987609657,0.0024581337148458717,0.0026192945523007436
0.0007755898323389002,0.002683932202828032,0.002594253955340946,0.0027643249217084074
0.0008185467307069029,0.002832546503563549,0.0027379103821857597,0.002917383161321254
0.0008638828442740445,0.0029893876183848533,0.0028895200557752785,0.003078913357739452
0.0009117299484984922,0.003154910703102587,0.0030495230972195485,0.0032493841317398162
0.0009622271173675135,0.003329596066424756,0.0032183839610917175,0.0034292899899617166
0.0010155211276345682,0.003513950556762779,0.003396592778387912,0.003619152750916328
0.0010717668854455034,0.0037085090249490806,0.0035846667731158277,0.0038195230487730212
0.0011311278765939214,0.003913835867211901,0.0037831517567855143,0.004030981919609076
0.0011937766417144358,0.004130526652801336,0.003992623705041751,0.004254142474503056
0.0012598952777950272,0.004359209840663425,0.004213690420751846,0.004489651663947711
0.0013296759674662126,0.0046005485899485166,0.004446993288324847,0.004738192138372597
0.0014033215376054848,0.004855242669904669,0.0046932091244951835,0.005000484210730747
0.001481046048880674,0.005124030473791663,0.004953052130146602,0.005277287925634937
0.001563075417945816,0.005407691142980298,0.005227275949374075,0.005569405241332675
0.0016496480740980208,0.005707046806941207,0.005516675841134315,0.00587768233047143
0.0017410156523040153,0.006022964945393028,0.005822090969792271,0.006203012005883579
0.0018374437246107247,0.006356360879064482,0.006144406820650375,0.006546336278111084
0.001939212572065829,0.006708200396110442,0.006484557747774602,0.006908649051699171
0.00204661799939199,0.00707950252142382,0.006843529660795866,0.007290998967642963
0.0021599721947827173,0.0074713424360254525,0.007222362857947359,0.007694492399355681
0.00227960463731898,0.007884854555368293,0.00762215501398316,0.008120296611049866
0.002405863054644067,0.008321235774079127,0.0080440643304712,0.008569643086096902
0.002539114433680347,0.008781748886502783,0.008489312857473692,0.009043831035027096
0.0026797460873256894,0.009267726192194913,0.008959189995773045,0.009544231092239102
0.0028281667802300325,0.009780573295913086,0.009455056189169682,0.010072289211153133
0.0029848079169243276,0.010321773112590905,0.009978346816935754,0.010629530768376867
0.0031501247957553278,0.01089289008783112,0.010530576297080074,0.0112175648874711
0.0033245979322709383,0.011495574645172724,0.011113342411470627,0.01183808899373048
0.0035087344559027113,0.012131567871966809,0.011728330864610257,0.01249289361169474
0.003703069584005141,0.012802706455960332,0.01237732008808166,0.013183867417729402
0.003908168177536264,0.013510927886062517,0.013062186303886279,0.013913002561173471
0.004124626382901348,0.014258275930100695,0.013784908859896632,0.01468240026657952
0.004353073364731888,0.015046906404208471,0.014547575851477177,0.01549427673200853
0.0045941731346364765,0.015879093248511823,0.015352390044481013,0.0163509693379018
0.004848626481239078,0.016757234924537557,0.016201675114635918,0.017254943181721955
0.005117173007114605,0.01768386115060423,0.01709788222002942,0.01820879795456051
0.005400593278542374,0.01866163999189894,0.018043596923423024,0.01921527517642687
0.005699711094326075,0.019693385322838708,0.019041546481859656,0.020277265807394543
0.006015395880274833,0.02078206468044641,0.020094607523142828,0.021397818252985985
0.006348565216305217,0.02193080752712149,0.02120581412730587,0.022580146782103724
0.006700187503509591,0.023142913943260623,0.022378366334198176,0.02382764037731704
0.007071284778942996,0.024421863770149342,0.02361563909810286,0.02514387203738863
0.00746293568631013,0.025771326224514723,0.024921191711131316,0.026532608553047225
0.007876278611187055,0.027195170006993407,0.02629877771843951,0.027997820777288213
0.008312514989890631,0.02869747392765305,0.027752355349441586,0.02954369441251856
0.008772912801613356,0.030282538072174247,0.02928609848903079,0.031174641337491947
0.009258810253973945,0.031954895533485225,0.030904408215217245,0.032895311497119335
0.009771619672696172,0.03371932473408492,0.03261192492939131,0.03471060537957271
0.010312831606721848,0.03558086236508018,0.03441354110684301,0.03662568710501375
0.010884019160690055,0.03754481696912819,0.0363144146963424,0.038645998151200726
0.011486842567375536,0.03961678319415114,0.03831998319753382,0.040777271741287674
0.012123054013376516,0.041802656746497746,0.04043597844721319,0.04302554791985358
0.012794502732078734,0.04410865007180291,0.04266844214498008,0.04539718934307189
0.013503140378698722,0.04654130879290506,0.0450237421506722,0.04789889780939234
0.014251026703029978,0.049107528934123935,0.047508589585904704,0.050537731557072335
0.015040335536380237,0.05181457496186113,0.05013005677350293,0.05332112335422437
0.015873361110102086,0.054670098671141434,0.05289559604812382,0.05625689940782308
0.01675252472408214,0.05768215894816251,0.05581305947314775,0.05935329911630333
0.01768038178457207,0.060859242438439765,0.05889071949809931,0.06261899569068077
0.01865962923181746,0.0642102851496901,0.062137290591621194,0.06606311766746785
0.019693113379074218,0.06774469501796147,0.06556195188460037,0.06969527133570125
0.020783838185797574,0.0714723754648503,0.06917437085868244,0.07352556409848035
0.021934973989050578,0.07540374997171569,0.07298472811323449,0.07756462878757645
0.02314986671851161,0.07954978769580805,0.07700374324483107,0.08182364894698026
0.024432047621864867,0.08392203015085613,0.08124270187085983,0.08631438509857674
0.025785243528842736,0.08853261897195637,0.08571348382759879,0.0910492019992256
0.02721338768375306,0.09339432478183199,0.09042859257125656,0.09604109689479458
0.02872063117797828,0.09852057717172329,0.09540118580773652,0.10130372877152467
0.03031135501567576,0.10392549580537036,0.10064510737304999,0.10685144859959564
0.03199018284775064,0.10962392264993355,0.10617492038318971,0.11269933055751721
0.03376199441111337,0.11563145533123417,0.11200594166687551,0.11886320421814844
0.03563193971228584,0.1219644816036208,0.11815427748871116,0.12535968766903466
0.03760545399658168,0.12864021491660083,0.12463686056386108,0.13220622152968248
0.03968827354637162,0.13567673105102643,0.1314714883566927,0.1394211038180367
0.04188645235435271,0.14309300578636625,0.13867686264672613,0.1470235256052075
0.0442063797202853,0.15090895354835254,0.14627263033369559,0.15503360738383834
0.04665479882234473,0.1591454669721742,0.15427942544087728,0.16347243606024847
0.049238826317067365,0.16782445729935488,0.16271891226018853,0.17236210246132372
0.05196597302486197,0.1769688955089066,0.17161382956576177,0.18172573922859214
0.05484416576121015,0.18660285406136268,0.18098803580162098,0.19158755894885474
0.05788177037701274,0.1967515491107747,0.19086655512649883,0.20197289234529647
0.06108761607505033,0.20744138301285203,0.20127562417152148,0.21290822632649337
0.0644710210732387,0.21869998692590684,0.21224273933536553,0.22442124165758628
0.06804181968927094,0.23055626326742812,0.2237967044064186,0.2365408499845512
0.07181039092537349,0.24304042774899132,0.2359676782603941,0.24929722990287645
0.07578768863625922,0.2561840506679289,0.24878722233464828,0.2627218617184866
0.07998527336796708,0.2700200970839006,0.26228834752740965,0.27684756050066994
0.08441534596012976,0.28458296545088047,0.2765055601075909,0.29170850697207074
0.08909078300934134,0.29990852421118463,0.29147490615129246,0.3073402757207663
0.09402517429670122,0.31603414578355,0.30723401393838345,0.32377986015083593
0.09923286228832545,0.33299873729503415,0.323822133651106,0.34106569351227106
0.10472898382363585,0.35084276731083436,0.3412801736088204,0.35923766526469875
0.11052951411260209,0.3696082877080471,0.3596507321504123,0.3783371319324641
0.11665131316981961,0.38933894971629285,0.3789781241353717,0.39840692149938095
0.12311217482038896,0.41008001300614294,0.3993084008716204,0.41949133026590174
0.12993087842004158,0.4318783465442607,0.4206893620921585,0.4416361109489054
0.13712724343983995,0.4547824197477638,0.4431705583871644,0.4648884506413259
0.14472218707411344,0.47884228225483694,0.46680328225022266,0.4892969370599053
0.15273778503907123,0.5041095303794719,0.4916405456112221,0.5149115112909743
0.1611973357388157,0.5306372580301627,0.5177370413975666,0.5417834049910851
0.17012542798525873,0.5584799895362181,0.5451490862829224,0.5699650597023771
0.17954801246878305,0.5876935914349133,0.5739345413405704,0.599510025595211
0.18949247718738196,0.6183351598156321,0.6041527068051892,0.630472836541091
0.1999877270535285,0.6504628792830858,0.6358641865534764,0.6629088579357125
0.21106426791015526,0.6841358489760296,0.669130717225766,0.6968741031198442
0.22275429519995563,0.7194138703431037,0.7040149561122712,0.7324250135665755
0.23509178754572843,0.756357190516215,0.7405802210032248,0.7696181971984225
0.24811260551377678,0.795026194110838,0.7788901741311094,0.8085101182407027
0.26185459584742327,0.83548103509724,0.8190084410936248,0.8491567308834465
0.2763577014736157,0.8777811989991051,0.8609981542151496,0.8916130476805921
0.2916640776023704,0.9219849840562176,0.9049214081553066,0.9359326320296816
0.3078182142565077,0.9681488881027747,0.9508386136797856,0.9821670022112272
0.32486706558783746,1.0163268857302996,0.9988077333428265,1.0303649322883734
0.3428601863556583,1.0665695777923332,1.0488833803697934,1.080571632637651
0.36184987596427465,1.1189231924403458,1.1011157592508243,1.1329978030650956
0.381891330478185,1.1734284136404312,1.155549423453192,1.1876934156170256
0.40304280305680507,1.2301190095078909,1.2122218222392696,1.244549853683771
0.4253657732750383,1.289020228838939,1.2711616048686045,1.303591106858313
0.4489251258218603,1.350146929986235,1.332386646544685,1.364831117053402
0.4737893390963139,1.4135014018431122,1.3959017564648286,1.4282716763192003
0.500030684249109,1.4790708323951605,1.4616960244715533,1.4938999759788174
0.5277254352483532,1.5468243763987488,1.529739759412832,1.5616857567985931
0.556954090580013,1.6167097707720957,1.599980969908322,1.6315780063643666
0.5878016072274912,1.6886494449682972,1.6725610859937354,1.7035011478806825
0.6203576476104269,1.7625360749828416,1.7472214727785786,1.7773506652936408
0.6547168402004736,1.8382275351659927,1.823788043391832,1.8529881143992428
0.6909790545715638,1.9155412135856154,1.9020778725192218,1.9302354803692765
0.7292496916841444,1.9942476768609594,1.9818599879490415,2.008868861457488
0.769639990247115,2.0740637024068462,2.062327127009025,2.088611489797415
0.8122673500479711,2.1546447439315046,2.1429617751370738,2.169126147232256
0.8572556731909315,2.235576964639182,2.2239093623486763,2.2500071018842633
0.9047357242349293,2.3163690673477904,2.304666777226935,2.3294253462760817
0.9548455102782284,2.3964442772948984,2.384644902015056,2.407274649955765
1.0077306820944596,2.4751329967745166,2.4631616059314045,2.485001143375911
1.0635449574860112,2.5516668538046616,2.53943623403243,2.5644496164484907
1.1224505680853059,2.6251751081705352,2.6125460799658726,2.641002177281925
1.1846187309026823,2.6946846479192375,2.6783689757450513,2.713666819132535
1.2502301459914535,2.759125085728266,2.7391626288576174,2.781348538882047
1.319475521676706,2.8173407076868897,2.794767962293415,2.8428602514653316
1.392556128874462,2.8681111739291736,2.8428856124606847,2.8969424525064484
1.4696843861124445,2.9101828319899936,2.882296629321238,2.942293620265236
1.5510844769528405,2.9423121666453027,2.9118006713068354,2.9776130699566608
1.6369930016117018,2.9633221501151867,2.930272780907012,3.0016572713200396
1.7276596646690348,2.9721709663709417,2.9367318486129133,3.013309390658548
1.8233480008684386,2.9680307182398225,2.9304180929904233,3.0116599543791676
1.92433614111598,2.9503713652010104,2.9108745624056045,2.9960941057503163
2.030917620904735,2.9190425478654474,2.8780251874735967,2.9663781832854794
2.1434022335148546,2.874343616552122,2.8322397771262273,2.9227357667706166
2.2621169304690216,2.8170707691901042,2.7743752138634217,2.865901612234387
2.387406771860647,2.748530450230527,2.706549423409916,2.7971418234158807
2.5196359293170136,2.6705106284411415,2.6303724286897805,2.718230839046109
2.659188744512691,2.5852063690932328,2.547536791191706,2.631380566155073
2.806470846309833,2.495102693195142,2.460446371036066,2.5391237782740044
2.9619103297725533,2.402824840688446,2.371621188532874,2.4441614898341366
3.1259590004822777,2.3109720748665055,2.283539129214575,2.349190670106134
3.299093687770936,2.221954508210571,2.1977760900998593,2.2561966150225476
3.4818176306889663,2.137852147380285,2.114767028771823,2.1679533575969465
3.674661940736688,2.0603114806400695,2.038481543072861,2.0862317351621096
3.8781871456107195,1.9904884717213847,1.970036925791806,2.0122888265719623
4.092984818452434,1.9290393935131376,1.9100538837974912,1.9468607347155642
4.319679297334174,1.8761542019226993,1.8586919154324044,1.890240680307129
4.558929499981059,1.8316223478687248,1.815715960686256,1.8467235755759694
4.811430839003255,1.7949185972227113,1.7805820251090048,1.809780896603464
5.077917243205393,1.7652964505702813,1.752529645942106,1.779255793951426
5.359163290848515,1.7418785490295747,1.730670924618265,1.754899585291422
5.655986461065002,1.723736260699893,1.7133093489516842,1.735799979791543
5.9692495099707275,1.7099537513615986,1.6988167254160071,1.7210552397719519
6.2998629783806805,1.6996747138033215,1.6879281637989647,1.7098214759118568
6.648787838417263,1.6921322353534207,1.6798622507830925,1.7013430849425948
7.017038286703823,1.6866638849937687,1.6745587176195156,1.696353861927576
7.405684692262427,1.6827150034956957,1.6711169784258988,1.693212177541246
7.815856707684091,1.6798334771942394,1.6686754380753934,1.6910789591469881
8.24874655261458,1.677659111971289,1.6668603374617723,1.6895970532835756
8.705612479099857,1.6759102585630514,1.6650406145590082,1.68848558731096
9.18778242886332,1.6743697251001621,1.6628179943493853,1.6875259286320385
9.69665789314552,1.6728713741651233,1.660868270981438,1.6865483102498902
10.233717986325193,1.671288230425138,1.6590753627035428,1.6854199767273241
10.800523745162518,1.6695224732444387,1.6573513194974359,1.6840352680581208
11.398722666160502,1.6674973735550538,1.6556273609989198,1.6823077499929509
12.030053494233242,1.665151045634684,1.653846705542407,1.6801643078393644
12.696351276599728,1.6624317958509764,1.650725414101963,1.6775410206857908
13.399552696593371,1.6592948292684226,1.6470263538515286,1.6743805928236344
14.141701702890211,1.655700090567548,1.6428086904997747,1.6706311098458264
14.92495545051829,1.6516110441072456,1.6380563040409006,1.6660319778716024
15.751590570916212,1.6469942239546342,1.63275782752581,1.6601647227586926
16.6240097892661,1.641819401264992,1.6269058291828964,1.6535841482659754
17.544748908334597,1.6360602227472782,1.620496398539831,1.6473069735369665
18.51648417912154,1.6296951732321134,1.613529069847377,1.6431660727522626
19.542040079740513,1.6227087123859085,1.606208451544038,1.6384479331734596
20.624397525140886,1.6150924351905132,1.5982852110809405,1.632214703764868
21.76670253153459,1.6068461116457171,1.589713554813753,1.625027711335926
22.972275360711514,1.597978475364485,1.5805044810937363,1.617099584402437
24.244620170823257,1.5885076537513663,1.5706787879873738,1.608435753766055
25.58743520168584,1.5784611632231766,1.5605032282707292,1.5990565929947491
27.00462352420682,1.567875429243513,1.5499866729711207,1.5889968616088828
28.500304385181053,1.556794829843772,1.5390818000948627,1.5783042007941048
30.078825180430957,1.5452702994913963,1.527696065782275,1.5670368000097878
31.74477409109187,1.5333575643672908,1.514670967917603,1.5552604321269323
33.502993419772295,1.5211151073884566,1.5014548636128742,1.5430451079379977
35.358593665351755,1.5086019792842442,1.4881020539039285,1.530461622268611
37.31696837732748,1.4958755790459073,1.4746615969969326,1.5175782524741779
39.38380983288481,1.4829895222538796,1.4611765405763228,1.5044578293763617
41.56512558225988,1.4699916991318063,1.4476833794615904,1.4911553377950861
43.86725591048494,1.4569225965901424,1.434211677939455,1.4777161279088522
46.296892266272586,1.4438139219465618,1.4207837730992383,1.4641747393152456
48.86109671160326,1.4306875235357972,1.4074144536041946,1.4505542655893426
51.56732244854963,1.417554559345789,1.3941104901244687,1.4368661254517543
54.423435483002606,1.404414824536644,1.380869883493866,1.4231100626255992
57.43773748826575,1.3912561183422631,1.3676807000745277,1.4092741736815315
60.61898993497572,1.3780535166180683,1.354519386451985,1.3953347638693518
63.976439557484234,1.3647684235224034,1.3413485017568156,1.3812558561442105
67.51984523072494,1.351347307925439,1.32811387718693,1.3676760501244978
71.25950633568397,1.3377200876322877,1.3147413063377353,1.3538662977558025
75.20629269592408,1.323798204241498,1.3017126601064202,1.339123659961865
79.37167617217543,1.3094725263941487,1.2885202374439613,1.3260100905015009
83.76776400682907,1.2946113187300476,1.2748465550832975,1.3123586019584996
88.40733401525044,1.2790586049654447,1.2605016050441038,1.2980161086503028
93.30387172620361,1.262633322111532,1.245268796619786,1.282805873886617
98.47160957933764,1.245129695912071,1.2289066473291703,1.2665272349909404
103.9255682936711,1.2263192549711472,1.2085051369144664,1.2489568741890495
109.68160052731379,1.2059548372367288,1.1851902345270902,1.229852005481851
115.75643695533036,1.1837768276161664,1.1600927367412595,1.208955737768067
122.16773489967906,1.159521705577721,1.1329539391338281,1.1860047229202297
128.9341296525713,1.132932788120516,1.1035225825444916,1.1607390153929786
136.07528864243332,1.1037728422268465,1.071569308333384,1.1329138718793161
143.61196859990773,1.0718380302802464,1.0369024993739402,1.1023130219945332
151.56607589006012,1.0369724613127418,0.9993845646875308,1.068762760615021
159.96073018614845,0.9990824689816569,0.9589475536777197,1.0321460647876792
168.82033167003627,0.9581496403310276,0.9156068970101411,0.9924158363496185
178.17063195457288,0.9142415907303333,0.8694720819201641,0.949606326160656
188.03880893409126,0.8675195285766961,0.8207531876189783,0.903841814838608
198.45354578057993,0.8182417818144467,0.7697624286624084,0.8554342480753312
209.44511431514687,0.7667626644811115,0.7169101672946798,0.8062482438962058
221.04546299710194,0.7135263361369218,0.6626952369550477,0.7549471854484606
233.28830978641534,0.659055634064027,0.6076898377178768,0.7019762992214835
246.20924014946254,0.6039362147279854,0.552519684741409,0.6478555689781654
259.8458104929247,0.5487966987240955,0.49784047523016933,0.5931648015566873
274.2376573264947,0.4942858402474255,0.44431205191256706,0.538524612312582
289.42661247167456,0.4410480055227179,0.39257185061177896,0.4845742798371198
305.4568246515432,0.38969841553609474,0.3432093036030558,0.43194773106680967
322.3748878149027,0.34079966528920036,0.29674281786774953,0.3812491305185536
340.22997656780643,0.2948409641827665,0.2536007600618963,0.33302963276910763
359.07398910610476,0.2522213528049052,0.21410757374777933,0.2877668018983942
378.9616980644716,0.21323785661926992,0.17847575746014366,0.24584800881620783
399.95090972036616,0.17807916477600436,0.14680398233084255,0.20755880693958692
422.10263201568944,0.14682500859408165,0.11908116827959832,0.17307689170635776
445.48125188449796,0.11945099880102601,0.0951959112283391,0.142471811620635
470.15472240221294,0.09583830167612187,0.07495029845471117,0.11571016258206616
496.1947603002898,0.07578722458747675,0.05807689402690874,0.09266560515648883
523.6770544204645,0.059033565117746156,0.04425753852061466,0.07313273085788258
552.6814857144592,0.04526646864394494,0.0331425915251439,0.056843592497345885
583.29235942862,0.03414653952378406,0.024369344338144396,0.04348561711104631
615.5986501483502,0.025323053237118493,0.017578525922896073,0.032719637612362414
649.6942604146111,0.018449304299323892,0.012428092017983736,0.02419689989345442
685.6782936641738,0.013195373977411898,0.008603794710449926,0.017574105592593467
723.655342286965,0.009257884896677273,0.005826345540696699,0.012525810976283271
763.7357916378012,0.006366597111543007,0.003855278511891644,0.008753790004179205
806.0361408861329,0.004287964260444393,0.002489864008312412,0.005993255137050305
850.6793416364153,0.0028259856900162113,0.0015676016201276153,0.0040160860768168015
897.7951553033314,0.0018208446354416382,0.0009609194322246107,0.0026314230494770057
947.5205302806528,0.0011459061131882647,0.0005727296097267438,0.0016841235284044318
1000.0,0.000877117195498878,0.00042287532507424554,0.0013025768640262886
