face,area,cx,cy,in_x,in_y
0,0.003673436623854134,0.06083060668543436,0.02163149341955073,1,1
1,0.003922361453758101,0.027028430302532245,0.052226118526019105,1,1
2,0.0027567452918505135,0.11009261323198372,0.022710992691745036,1,1
3,0.002754325496229245,0.1298166401277949,0.05108380297334669,1,1
4,0.0043902642357151345,0.22596030524678845,0.037709637301380994,1,1
5,0.004009852465985231,0.18727327019553797,0.05666841775282627,1,1
6,0.002916495952948615,0.2903317873452413,0.03947333193746163,1,0
7,0.0030533994072775537,0.305820424143085,0.06655602142789392,1,0
8,0.0019873461705176305,0.3939151148447741,0.03423596368598119,1,0
9,0.005517759569885395,0.36523457728201025,0.06471430579225734,1,0
10,0.003972628564946967,0.44172981417337764,0.029445452032730746,1,0
11,0.003041239152643953,0.46972392508924576,0.060688622258034286,1,0
12,0.004638642636911564,0.5542148421698952,0.025507047492563606,1,0
13,0.006582999136423722,0.525777512772753,0.06496566208041354,1,0
14,0.0058679347086116555,0.6147433795823837,0.028900102954237505,1,0
15,0.0018029344603445142,0.6448101430870415,0.05648239007917799,1,0
16,0.00254907893472675,0.7242570465513706,0.025125717274744552,1,0
17,0.002635338544011065,0.6906866301832134,0.04430985285913969,1,0
18,0.002161994581602422,0.7790711653293573,0.028921242693704902,1,0
19,0.0034208692962353912,0.8072726756020879,0.050626133995850205,1,0
20,0.0045185864142126275,0.8878072634839335,0.03325494772787835,1,0
21,0.001554159330100578,0.8601082580226708,0.061348218356463265,1,0
22,0.004307357407276585,0.9443497526531859,0.0280136845922192,1,0
23,0.0040664047044212176,0.9653315373761292,0.05879560463281597,1,0
24,0.0035797442427444987,0.02693698114794363,0.1077923246536544,1,1
25,0.0034954061927378447,0.059894779976003204,0.13425689173471192,1,1
26,0.003642266161611781,0.12781574854042285,0.11156507111618182,1,1
27,0.0024202844808457026,0.10724734408976917,0.1402514530221062,1,1
28,0.005281564139161987,0.1852723786081659,0.1171496858956614,1,1
29,0.00393265538017859,0.21706779076298047,0.1501494482700203,1,1
30,0.002152916091784283,0.3030349158621024,0.12344484590266513,1,0
31,0.0037367439448285343,0.2806546561678228,0.14832069923803706,1,0
32,0.004462845398927245,0.36244906900102764,0.12160313026702856,1,0
33,0.003018274752675556,0.39558634521217234,0.14526577401283258,1,0
34,0.0011589337142533691,0.47905713046927806,0.11647383378883995,1,0
35,0.004236457449430931,0.45551975820179075,0.13937164941561656,1,0
36,0.0031085203937477146,0.5351107181527852,0.12075087361121921,1,0
37,0.0021213192895433593,0.5674863419400688,0.1422581935690386,1,0
38,0.002290802741819807,0.6368254874739713,0.1067062770836455,1,0
39,0.00206231175568671,0.6106970183594546,0.14008992450437444,1,0
40,0.003201983192808025,0.682701974570143,0.09453373986360715,1,0
41,0.005047160885405562,0.7091756801064714,0.13154591370190727,1,0
42,0.004839537571934767,0.8043879389302493,0.10158269040254775,1,0
43,0.0050862636288833175,0.7690897178256896,0.13607410852309776,1,0
44,0.0024400575680486804,0.8572235213508321,0.11230477476316081,1,0
45,0.0030000497037275227,0.880922616277263,0.14316254872876863,1,0
46,0.0038559663303229137,0.9652400882215405,0.11436181076045139,1,0
47,0.003232565140497198,0.9402583929637656,0.14253093531404734,1,0
48,0.004033579827032207,0.05531420172238285,0.19476149273960597,1,1
49,0.00381853691069269,0.02259179993340506,0.22847016661404573,1,1
50,0.00306700899839223,0.10266676583614881,0.20075605402700025,1,1
51,0.004436633607191482,0.12983397026146223,0.23540280342566935,1,1
52,0.0041732487376786,0.21707727001575142,0.2053279074876011,1,1
53,0.003624276465701739,0.1918806578355966,0.23566127641783566,1,1
54,0.003946243613415758,0.2806641354205937,0.20349915845561783,1,0
55,0.002628689833676108,0.30598687272366726,0.22899441380134858,1,0
56,0.0027993520408433783,0.38744643476967555,0.19814138330661746,1,0
57,0.0032395893542517045,0.3572516361673248,0.22484984824191612,1,0
58,0.00399058712840752,0.44737984775929407,0.19224725870940143,1,0
59,0.003228494699429151,0.4717921391240627,0.21522156357412414,1,0
60,0.0025378057980543615,0.5638780082324558,0.1919806870198523,1,0
61,0.0044747820881458214,0.5323773035424538,0.2163454875535322,1,0
62,0.002911797472832812,0.6070886846518416,0.18981241795518813,1,0
63,0.004092837917407685,0.6353242850421698,0.21986102104742752,1,0
64,0.003773524714019261,0.7099414317921285,0.19724310783821342,1,0
65,0.003930596915587086,0.6855748575316117,0.22366318451288159,1,0
66,0.003790275897896478,0.7698554695113468,0.2017713026594039,1,0
