Lx,Ly,jitter,seed,NV,NE,NF,A_tot,lam1,lam1_hat,g,gp,v,mA,mW,mZ,sin2thetaW,rho,sum_A_cycle_x,sum_A_cycle_y
12,12,0.25,-1,144,432,288,3.3825827380626983,7.124029992171907,24.09762087696163,0.652,0.357,246.0,0.0,80.196,91.43070784479359,0.23065479691540894,0.9999999999999999,,
