ax,ay,sin2_eig_mean,sin2_eig_std,sin2_lab_mean,sin2_lab_std,gmin_mean,gmax_mean,condG_mean,Kxx_mean,Kyy_mean,Kxy_mean,mW_mean,mZ_mean
1.3,1.08,0.4506829018,0.03072318356,0.5036333606,0.04642849326,7.250612306e+12,8.832721035e+12,1.229168314,1.27784415e-13,1.266988807e-13,-4.942932033e-15,4.390108712e-05,6.197544826e-05
1.32,1.09,0.4506829017,0.0307231836,0.5036333605,0.04642849341,7.250612306e+12,8.832721039e+12,1.229168314,1.277844149e-13,1.266988807e-13,-4.942932034e-15,4.390108711e-05,6.197544825e-05
